public_metrics,edit_history_tweet_ids,text,created_at,id,referenced_tweets,entities,attachments,like_count,retweet_count
"{'retweet_count': 3, 'reply_count': 12, 'like_count': 38, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 5215}",['1865057127057719443'],"Percepta IPT countdown starts now…who is ready to make history? 🧠💊

Stay tuned for the next important announcement #DeSci https://t.co/b1rNFY2Y06",2024-12-06 15:34:04+00:00,1865057127057719443,,"{'urls': [{'start': 122, 'end': 145, 'url': 'https://t.co/b1rNFY2Y06', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1865057127057719443/photo/1', 'display_url': 'pic.x.com/b1rNFY2Y06', 'media_key': '16_1865057117876428801'}], 'hashtags': [{'start': 115, 'end': 121, 'tag': 'DeSci'}], 'annotations': [{'start': 9, 'end': 11, 'probability': 0.5598, 'type': 'Other', 'normalized_text': 'IPT'}, {'start': 116, 'end': 120, 'probability': 0.414, 'type': 'Other', 'normalized_text': 'DeSci'}]}",{'media_keys': ['16_1865057117876428801']},38,3
"{'retweet_count': 2, 'reply_count': 2, 'like_count': 13, 'quote_count': 0, 'bookmark_count': 3, 'impression_count': 1644}",['1864983120518230019'],"Tap into your neurons, we barely know anything about the brain. 🧠 https://t.co/HLHEg36zNO",2024-12-06 10:40:00+00:00,1864983120518230019,"[{'type': 'quoted', 'id': '1864756238409781729'}]","{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/HLHEg36zNO', 'expanded_url': 'https://twitter.com/NeuroscienceNew/status/1864756238409781729', 'display_url': 'x.com/NeuroscienceNe…'}]}",,13,2
"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1864981882644967493'],"RT @nonfungibleyash: BTC = Finance = DeFi 
Biotech=Science=DeSci
Decentralize everything. 
Thats the Alpha.",2024-12-06 10:35:05+00:00,1864981882644967493,"[{'type': 'retweeted', 'id': '1864757519987483076'}]","{'mentions': [{'start': 3, 'end': 19, 'username': 'nonfungibleyash', 'id': '1483586209859633158'}], 'annotations': [{'start': 21, 'end': 23, 'probability': 0.3792, 'type': 'Other', 'normalized_text': 'BTC'}]}",,0,3
"{'retweet_count': 5, 'reply_count': 0, 'like_count': 24, 'quote_count': 0, 'bookmark_count': 3, 'impression_count': 3433}",['1864532740172857733'],"- Brain health application: xponetiq
- World’s first IPT for human study: Percepta IPT
- Brain health supplement: Percepta
- Developing revolutionary treatments for inflammatory disease: Fission

If you are not building in DeSci, you are doing it wrong. 🧠💊 $NEURON https://t.co/hiFvbXsJqT",2024-12-05 04:50:21+00:00,1864532740172857733,"[{'type': 'quoted', 'id': '1864489742433169532'}]","{'urls': [{'start': 265, 'end': 288, 'url': 'https://t.co/hiFvbXsJqT', 'expanded_url': 'https://twitter.com/paulkhls/status/1864489742433169532', 'display_url': 'x.com/paulkhls/statu…'}], 'annotations': [{'start': 28, 'end': 35, 'probability': 0.6719, 'type': 'Other', 'normalized_text': 'xponetiq'}, {'start': 53, 'end': 55, 'probability': 0.4044, 'type': 'Other', 'normalized_text': 'IPT'}, {'start': 74, 'end': 85, 'probability': 0.4556, 'type': 'Other', 'normalized_text': 'Percepta IPT'}, {'start': 223, 'end': 227, 'probability': 0.346, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 258, 'end': 263, 'probability': 0.5005, 'type': 'Other', 'normalized_text': 'NEURON'}], 'cashtags': [{'start': 257, 'end': 264, 'tag': 'NEURON'}]}",,24,5
"{'retweet_count': 2, 'reply_count': 1, 'like_count': 20, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2548}",['1864529516057489829'],"Molecule team is on fire! Thanks for all the support and work that you are doing in the DeSci space.

Brains helping brains 🧠 https://t.co/SDPsajdnsl",2024-12-05 04:37:32+00:00,1864529516057489829,"[{'type': 'quoted', 'id': '1863929514511716620'}]","{'urls': [{'start': 126, 'end': 149, 'url': 'https://t.co/SDPsajdnsl', 'expanded_url': 'https://twitter.com/Molecule_dao/status/1863929514511716620', 'display_url': 'x.com/Molecule_dao/s…'}], 'annotations': [{'start': 0, 'end': 7, 'probability': 0.7263, 'type': 'Other', 'normalized_text': 'Molecule'}, {'start': 88, 'end': 92, 'probability': 0.7118, 'type': 'Other', 'normalized_text': 'DeSci'}]}",,20,2
"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1864529033079193819'],"RT @nonfungibleyash: Desci Discoveries Epi-21 w @Molecule_dao @Cerebrum_DAO @cryodao @valley_dao @GenomesDAO @AxonDAO @nonfungibleyash 

🔔S…",2024-12-05 04:35:37+00:00,1864529033079193819,"[{'type': 'retweeted', 'id': '1864317390072287285'}]","{'mentions': [{'start': 3, 'end': 19, 'username': 'nonfungibleyash', 'id': '1483586209859633158'}, {'start': 48, 'end': 61, 'username': 'Molecule_dao', 'id': '981035585933627392'}, {'start': 62, 'end': 75, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}, {'start': 76, 'end': 84, 'username': 'cryodao', 'id': '1567262957590945795'}, {'start': 85, 'end': 96, 'username': 'valley_dao', 'id': '1501578751121010695'}, {'start': 97, 'end': 108, 'username': 'GenomesDAO', 'id': '787984877920452608'}, {'start': 109, 'end': 117, 'username': 'AxonDAO', 'id': '1446215355320393732'}, {'start': 118, 'end': 134, 'username': 'nonfungibleyash', 'id': '1483586209859633158'}]}",,0,8
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 18, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 1305}",['1863824140643266776'],"Keep an eye out on what’s coming next 👀

We are just getting started… 🧠💊 https://t.co/ELys6sNILa",2024-12-03 05:54:37+00:00,1863824140643266776,"[{'type': 'quoted', 'id': '1860041625701159371'}]","{'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/ELys6sNILa', 'expanded_url': 'https://twitter.com/Cerebrum_DAO/status/1860041625701159371', 'display_url': 'x.com/Cerebrum_DAO/s…'}]}",,18,2
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 17, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1643}",['1863296862012227713'],"Another milestone achieved, we don’t stop and we won’t stop!

Let’s keep building towards a future of DeSci and scientific advancements.

First IP-NFT ever based on Proof of Idea (PoI). 🧠🧪 $NEURON https://t.co/U3yIFkgmsl",2024-12-01 18:59:24+00:00,1863296862012227713,"[{'type': 'quoted', 'id': '1863264637669556620'}]","{'urls': [{'start': 197, 'end': 220, 'url': 'https://t.co/U3yIFkgmsl', 'expanded_url': 'https://twitter.com/stadolf/status/1863264637669556620', 'display_url': 'x.com/stadolf/status…'}], 'annotations': [{'start': 102, 'end': 106, 'probability': 0.4868, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 190, 'end': 195, 'probability': 0.4862, 'type': 'Other', 'normalized_text': 'NEURON'}], 'cashtags': [{'start': 189, 'end': 196, 'tag': 'NEURON'}]}",,17,1
"{'retweet_count': 2, 'reply_count': 1, 'like_count': 28, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2481}",['1863202673018699951'],"I wonder what it might be?

🧠🧪 $NEURON https://t.co/CfgCOMdeJT",2024-12-01 12:45:08+00:00,1863202673018699951,"[{'type': 'quoted', 'id': '1863201322658390084'}]","{'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/CfgCOMdeJT', 'expanded_url': 'https://twitter.com/melnykowycz/status/1863201322658390084', 'display_url': 'x.com/melnykowycz/st…'}], 'annotations': [{'start': 32, 'end': 37, 'probability': 0.504, 'type': 'Other', 'normalized_text': 'NEURON'}], 'cashtags': [{'start': 31, 'end': 38, 'tag': 'NEURON'}]}",,28,2
"{'retweet_count': 13, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1862542594464428369'],RT @catalyst_xyz: How DeSci Revolutionises Funding https://t.co/B7mTCTKqhT,2024-11-29 17:02:13+00:00,1862542594464428369,"[{'type': 'retweeted', 'id': '1862542378160320919'}]","{'mentions': [{'start': 3, 'end': 16, 'username': 'catalyst_xyz', 'id': '1803140992498810880'}], 'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/B7mTCTKqhT', 'expanded_url': 'https://x.com/i/broadcasts/1eaKbaOzoEBxX', 'display_url': 'x.com/i/broadcasts/1…', 'unwound_url': 'https://x.com/i/broadcasts/1eaKbaOzoEBxX'}], 'annotations': [{'start': 22, 'end': 26, 'probability': 0.4112, 'type': 'Person', 'normalized_text': 'DeSci'}]}",,0,13
"{'retweet_count': 8, 'reply_count': 4, 'like_count': 34, 'quote_count': 0, 'bookmark_count': 3, 'impression_count': 1944}",['1862477569162871051'],"Introducing xponetiq - Cerebrum DAO's next-generation brain health application. It aims to revolutionize how brain health is understood, managed by integrating blockchain technology, and health insights. 🧠

Our Beta version is live, you can register here to try it out - https://t.co/kmu84hLutl",2024-11-29 12:43:50+00:00,1862477569162871051,,"{'urls': [{'start': 271, 'end': 294, 'url': 'https://t.co/kmu84hLutl', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1862477569162871051/photo/1', 'display_url': 'pic.x.com/kmu84hLutl', 'media_key': '16_1862477560073920512'}], 'annotations': [{'start': 12, 'end': 19, 'probability': 0.8151, 'type': 'Other', 'normalized_text': 'xponetiq'}, {'start': 23, 'end': 34, 'probability': 0.5779, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}]}",{'media_keys': ['16_1862477560073920512']},34,8
"{'retweet_count': 3, 'reply_count': 0, 'like_count': 13, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 1115}",['1862475627284091240'],"We can democratize the end of Alzheimer's diease through early detection and intervention! Master class from Dr. Rudy Tanzi in Alzheimer's disease (Cerebrum invested in his biotech Acta Pharmaceuticals) 

- learn about how AD forms and Acta's Gamma Secretase Modulator small",2024-11-29 12:36:07+00:00,1862475627284091240,,"{'annotations': [{'start': 30, 'end': 40, 'probability': 0.7499, 'type': 'Other', 'normalized_text': ""Alzheimer's""}, {'start': 113, 'end': 122, 'probability': 0.5492, 'type': 'Person', 'normalized_text': 'Rudy Tanzi'}, {'start': 127, 'end': 145, 'probability': 0.9438, 'type': 'Other', 'normalized_text': ""Alzheimer's disease""}, {'start': 181, 'end': 200, 'probability': 0.5443, 'type': 'Other', 'normalized_text': 'Acta Pharmaceuticals'}, {'start': 236, 'end': 239, 'probability': 0.6411, 'type': 'Other', 'normalized_text': 'Acta'}, {'start': 243, 'end': 267, 'probability': 0.7313, 'type': 'Other', 'normalized_text': 'Gamma Secretase Modulator'}]}",,13,3
"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1862293519479562323'],"RT @nonfungibleyash: DeSci Discovery w @Cerebrum_DAO @AxonDAO @cryodao @OnchainHQ @girleconomyai @valley_dao 
https://t.co/iLQlWhsDNc",2024-11-29 00:32:29+00:00,1862293519479562323,"[{'type': 'retweeted', 'id': '1862162649473245693'}]","{'mentions': [{'start': 3, 'end': 19, 'username': 'nonfungibleyash', 'id': '1483586209859633158'}, {'start': 39, 'end': 52, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}, {'start': 53, 'end': 61, 'username': 'AxonDAO', 'id': '1446215355320393732'}, {'start': 62, 'end': 70, 'username': 'cryodao', 'id': '1567262957590945795'}, {'start': 71, 'end': 81, 'username': 'OnchainHQ', 'id': '1648653286487085058'}, {'start': 82, 'end': 96, 'username': 'girleconomyai', 'id': '1859754712590864387'}, {'start': 97, 'end': 108, 'username': 'valley_dao', 'id': '1501578751121010695'}], 'urls': [{'start': 110, 'end': 133, 'url': 'https://t.co/iLQlWhsDNc', 'expanded_url': 'https://x.com/i/spaces/1YpKklVWokjGj', 'display_url': 'x.com/i/spaces/1YpKk…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1876610015110574080/cSaRrQmY?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1876610015110574080/cSaRrQmY?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Play recording: Crowdfunding the Future of IP with DeSci', 'description': 'WYZth | Build on WYchain’s Space · Where live audio conversations happen', 'unwound_url': 'https://twitter.com/i/spaces/1YpKklVWokjGj/peek'}], 'annotations': [{'start': 21, 'end': 35, 'probability': 0.5595, 'type': 'Other', 'normalized_text': 'DeSci Discovery'}]}",,0,7
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 415}",['1862161553010643170'],"@reisnertobias It all starts with your brain 🧠😉

Cerebrum DAO - focused on brain health and combating neurodegenerative diseases.",2024-11-28 15:48:06+00:00,1862161553010643170,"[{'type': 'replied_to', 'id': '1862089593459494927'}]","{'mentions': [{'start': 0, 'end': 14, 'username': 'reisnertobias', 'id': '1275249432'}], 'annotations': [{'start': 49, 'end': 60, 'probability': 0.9213, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}]}",,8,0
"{'retweet_count': 10, 'reply_count': 1, 'like_count': 40, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 2207}",['1862150894432743791'],"Join us on Friday 29 November at 10 AM EST for a discussion about the future of IP crowdfunding with DeSci.

Hosted by @AxonDAO 🧠 https://t.co/ZsX7p0z7vy",2024-11-28 15:05:44+00:00,1862150894432743791,"[{'type': 'quoted', 'id': '1862132702259920899'}]","{'mentions': [{'start': 119, 'end': 127, 'username': 'AxonDAO', 'id': '1446215355320393732'}], 'urls': [{'start': 130, 'end': 153, 'url': 'https://t.co/ZsX7p0z7vy', 'expanded_url': 'https://twitter.com/AxonDAO/status/1862132702259920899', 'display_url': 'x.com/AxonDAO/status…'}], 'annotations': [{'start': 80, 'end': 81, 'probability': 0.5513, 'type': 'Other', 'normalized_text': 'IP'}, {'start': 101, 'end': 105, 'probability': 0.6744, 'type': 'Other', 'normalized_text': 'DeSci'}]}",,40,10
"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1862063577852490063'],"RT @CoincuInsights: 🔥Notable DeSci Projects You should Know🔥

DeSci is taking the crypto scene by storm! 

🚀 Even top names like Vitalik Bu…",2024-11-28 09:18:47+00:00,1862063577852490063,"[{'type': 'retweeted', 'id': '1862037554570342793'}]","{'mentions': [{'start': 3, 'end': 18, 'username': 'CoincuInsights', 'id': '1465906816760508417'}], 'annotations': [{'start': 29, 'end': 33, 'probability': 0.6434, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 62, 'end': 66, 'probability': 0.6246, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 129, 'end': 138, 'probability': 0.8135, 'type': 'Other', 'normalized_text': 'Vitalik Bu'}]}",,0,8
"{'retweet_count': 38, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1861817856096145489'],"RT @welsharehealth: 🤝 @WelshareHealth x @Cerebrum_DAO

We're excited to announce our partnership with @Cerebrum_DAO — an open global commun…",2024-11-27 17:02:22+00:00,1861817856096145489,"[{'type': 'retweeted', 'id': '1861802365344510032'}]","{'mentions': [{'start': 3, 'end': 18, 'username': 'welsharehealth', 'id': '1735984125796929536'}, {'start': 22, 'end': 37, 'username': 'WelshareHealth', 'id': '1735984125796929536'}, {'start': 40, 'end': 53, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}, {'start': 102, 'end': 115, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}]}",,0,38
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 14, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 309}",['1861804164067565715'],@welsharehealth Super excited about this one! Combining our forces to do great things in DeSci.,2024-11-27 16:07:58+00:00,1861804164067565715,"[{'type': 'replied_to', 'id': '1861802365344510032'}]","{'mentions': [{'start': 0, 'end': 15, 'username': 'welsharehealth', 'id': '1735984125796929536'}], 'annotations': [{'start': 89, 'end': 93, 'probability': 0.5803, 'type': 'Place', 'normalized_text': 'DeSci'}]}",,14,0
"{'retweet_count': 17, 'reply_count': 4, 'like_count': 74, 'quote_count': 1, 'bookmark_count': 3, 'impression_count': 2989}",['1861802165637124189'],"We are thrilled to announce a partnership between @Cerebrum_DAO and @WelshareHealth, combining our shared vision to revolutionize brain health through cutting-edge technology and decentralized innovation! 🤝

Welshare Health gives patients the tools to control their health data https://t.co/6ZmstM4RLn",2024-11-27 16:00:01+00:00,1861802165637124189,,"{'mentions': [{'start': 50, 'end': 63, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}, {'start': 68, 'end': 83, 'username': 'welsharehealth', 'id': '1735984125796929536'}], 'urls': [{'start': 278, 'end': 301, 'url': 'https://t.co/6ZmstM4RLn', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1861802165637124189/photo/1', 'display_url': 'pic.x.com/6ZmstM4RLn', 'media_key': '3_1861783792446238721'}], 'annotations': [{'start': 208, 'end': 222, 'probability': 0.6077, 'type': 'Organization', 'normalized_text': 'Welshare Health'}]}",{'media_keys': ['3_1861783792446238721']},74,17
"{'retweet_count': 3, 'reply_count': 2, 'like_count': 37, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 4038}",['1861770166926815724'],"A big announcement is coming soon, stay tuned!

$NEURON 🧠🧪 https://t.co/Q5A0Hkqnbp",2024-11-27 13:52:52+00:00,1861770166926815724,,"{'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/Q5A0Hkqnbp', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1861770166926815724/photo/1', 'display_url': 'pic.x.com/Q5A0Hkqnbp', 'media_key': '16_1861770158072631296'}], 'annotations': [{'start': 49, 'end': 54, 'probability': 0.5221, 'type': 'Other', 'normalized_text': 'NEURON'}], 'cashtags': [{'start': 48, 'end': 55, 'tag': 'NEURON'}]}",{'media_keys': ['16_1861770158072631296']},37,3
"{'retweet_count': 1, 'reply_count': 4, 'like_count': 13, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1135}",['1861722934458433549'],gm 🧠,2024-11-27 10:45:11+00:00,1861722934458433549,,,,13,1
"{'retweet_count': 12, 'reply_count': 13, 'like_count': 65, 'quote_count': 2, 'bookmark_count': 2, 'impression_count': 7756}",['1861471056126419308'],"And it’s done! 127.73 ETH raised in less than 1 hour!!

Well done to the whole DeSci community, we are grateful for everyone that took part in this sale.

Percepta IPT is activated! 🧠💊 World’s first IPT of Patented IP. https://t.co/l4BOMID84K",2024-11-26 18:04:18+00:00,1861471056126419308,,"{'urls': [{'start': 219, 'end': 242, 'url': 'https://t.co/l4BOMID84K', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1861471056126419308/photo/1', 'display_url': 'pic.x.com/l4BOMID84K', 'media_key': '3_1861471045967872000'}], 'annotations': [{'start': 79, 'end': 83, 'probability': 0.64, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 164, 'end': 166, 'probability': 0.4605, 'type': 'Other', 'normalized_text': 'IPT'}]}",{'media_keys': ['3_1861471045967872000']},65,12
